250.000000 250.000000 40.000000 4.000000 361.803399 250.000000 35.000000 2.000000 439.905896 250.000000 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 361.190928 261.686637 35.000000 2.000000 435.470817 237.551639 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 359.360226 273.245234 35.000000 2.000000 422.546474 227.337738 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 356.331351 284.549150 35.000000 2.000000 402.238847 221.362903 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 352.137487 295.474539 35.000000 2.000000 376.272486 221.194651 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 346.824584 305.901699 35.000000 2.000000 346.824584 227.799203 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 340.450850 315.716389 35.000000 2.000000 316.315851 241.436501 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 333.086117 324.811076 35.000000 2.000000 287.178622 261.624829 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 324.811076 333.086117 35.000000 2.000000 261.624829 287.178622 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 315.716389 340.450850 35.000000 2.000000 241.436501 316.315851 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 305.901699 346.824584 35.000000 2.000000 227.799203 346.824584 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 295.474539 352.137487 35.000000 2.000000 221.194651 376.272486 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 284.549150 356.331351 35.000000 2.000000 221.362903 402.238847 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 273.245234 359.360226 35.000000 2.000000 227.337738 422.546474 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 261.686637 361.190928 35.000000 2.000000 237.551639 435.470817 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 250.000000 361.803399 35.000000 2.000000 250.000000 439.905896 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 238.313363 361.190928 35.000000 2.000000 262.448361 435.470817 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 226.754766 359.360226 35.000000 2.000000 272.662262 422.546474 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 215.450850 356.331351 35.000000 2.000000 278.637097 402.238847 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 204.525461 352.137487 35.000000 2.000000 278.805349 376.272486 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 194.098301 346.824584 35.000000 2.000000 272.200797 346.824584 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 184.283611 340.450850 35.000000 2.000000 258.563499 316.315851 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 175.188924 333.086117 35.000000 2.000000 238.375171 287.178622 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 166.913883 324.811076 35.000000 2.000000 212.821378 261.624829 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 159.549150 315.716389 35.000000 2.000000 183.684149 241.436501 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 153.175416 305.901699 35.000000 2.000000 153.175416 227.799203 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 147.862513 295.474539 35.000000 2.000000 123.727514 221.194651 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 143.668649 284.549150 35.000000 2.000000 97.761153 221.362903 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 140.639774 273.245234 35.000000 2.000000 77.453526 227.337738 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 138.809072 261.686637 35.000000 2.000000 64.529183 237.551639 20.000000 0.500000
250.000000 250.000000 40.000000 4.000000 138.196601 250.000000 35.000000 2.000000 60.094104 250.000000 20.000000 0.500000
